oid,timestamp,x,y,body_roll,body_pitch,body_yaw,head_roll,head_pitch,head_yaw,other_oid,other_class,labels2
40219,1278.9,496144.459,5406093.44,0,-3.15385,77.6,0,2.4,120.4,"[40221, 40211, 38509, 40219]","[3, 4, 0, 4]",CYCLIST
40219,1279,496144.5455,5406093.646,0,-3.07692,74,0,0,114.4,"[38509, 40221, 40211, 40219]","[0, 3, 4, 4]",CYCLIST
40219,1279.1,496144.6096,5406093.795,0,-4.04103,70.4,0.395062,4.64444,117.057,"[40211, 40219, 40221, 38509]","[4, 4, 3, 0]",CYCLIST
40219,1279.2,496144.6539,5406093.891,None,None,None,None,None,None,"[40211, 40221, 38509, 40219]","[4, 3, 0, 4]",CYCLIST
40219,1279.3,496144.7124,5406093.977,None,None,None,None,None,None,"[40221, 40211, 38509, 40219]","[3, 4, 0, 4]",CYCLIST
40219,1279.4,496144.7943,5406094.108,None,None,None,None,None,None,"[40221, 38509, 40219, 40211]","[3, 0, 4, 4]",CYCLIST
40219,1279.5,496144.8622,5406094.317,None,None,None,None,None,None,"[40219, 40221, 38509, 40211]","[4, 3, 0, 4]",CYCLIST
40219,1279.6,496144.9189,5406094.505,None,None,None,None,None,None,"[40219, 40211, 40221, 38509]","[4, 4, 3, 0]",CYCLIST
40219,1279.7,496144.9586,5406094.638,None,None,None,None,None,None,"[38509, 40221, 40211, 40219]","[0, 3, 4, 4]",CYCLIST
40219,1279.8,496144.9825,5406094.73,None,None,None,None,None,None,"[40221, 40219, 40211, 38509]","[3, 4, 4, 0]",CYCLIST
40219,1279.9,496145.0007,5406094.827,None,None,None,None,None,None,"[40219, 38509, 40221, 40211]","[4, 0, 3, 4]",CYCLIST
40219,1280,496145.0298,5406094.963,None,None,None,None,None,None,"[40221, 38509, 40219, 40211]","[3, 0, 4, 4]",CYCLIST
40219,1280.1,496145.157,5406095.104,None,None,None,None,None,None,"[40211, 40221, 38509, 40219]","[4, 3, 0, 4]",CYCLIST
40219,1280.2,496145.2526,5406095.241,None,None,None,None,None,None,"[40211, 38509, 40221, 40219]","[4, 0, 3, 4]",CYCLIST
40219,1280.3,496145.3062,5406095.343,None,None,None,None,None,None,"[38509, 40221, 40211, 40219]","[0, 3, 4, 4]",CYCLIST
40219,1280.4,496145.3468,5406095.406,None,None,None,None,None,None,"[40211, 40219, 40227, 40221, 38509]","[4, 4, 5, 3, 0]",CYCLIST
40219,1280.5,496145.4601,5406095.533,None,None,None,None,None,None,"[40227, 38509, 40219, 40211, 40221]","[5, 0, 4, 4, 3]",CYCLIST
40219,1280.6,496145.5988,5406095.685,None,None,None,None,None,None,"[40227, 40221, 38509, 40211, 40219]","[5, 3, 0, 4, 4]",CYCLIST
40219,1280.7,496145.6974,5406095.862,None,None,None,None,None,None,"[40219, 40221, 40227, 38509, 40211]","[4, 3, 5, 0, 4]",CYCLIST
50112,1794.9,496151.6255,5405734.852,0,-2.8,161.6,11.5383,0,168,"[47646, 50110, 50111, 50112]","[0, 3, 3, 4]",EGO CAR
50112,1795,496151.8099,5405734.844,0,-2.6,162.8,5.2,0,174.8,"[50110, 47646, 50113, 50112]","[3, 0, 4, 4]",EGO CAR
50112,1795.1,496152.0042,5405734.845,0,-3.2,158,15.4765,8.2,165.2,"[50110, 50113, 50112, 47646]","[3, 4, 4, 0]",EGO CAR
50112,1795.2,496152.2033,5405734.855,0,-10.4,162.8,11.4321,0,171.136,"[50115, 50113, 50116, 50112, 47646, 50110]","[4, 4, 3, 4, 0, 3]",EGO CAR
50112,1795.3,496152.3887,5405734.859,0.6,0,176.4,8.8,-4.2,183.6,"[50110, 50115, 50113, 50112, 50117, 47646, 50116]","[3, 4, 4, 4, 3, 0, 3]",EGO CAR
50112,1795.4,496152.5674,5405734.82,0.2,0,169.6,9.4,4.4,180,"[47646, 50115, 50113, 50112, 50117, 50116, 50110]","[0, 4, 4, 4, 3, 3, 3]",EGO CAR
50112,1795.5,496152.7619,5405734.8,0,0,165.6,8.6,2.4,178.612,"[47646, 50115, 50112, 50113, 50117, 50116, 50110]","[0, 4, 4, 4, 3, 3, 3]",EGO CAR
50112,1795.6,496152.9577,5405734.804,1.6,0,178.8,5.2,0,178.237,"[50112, 50115, 50113, 47646, 50110, 50116, 50117]","[4, 4, 4, 0, 3, 3, 3]",EGO CAR
50112,1795.7,496153.1529,5405734.78,0,0,184,5.6,0,177.739,"[50116, 50115, 47646, 50113, 50112, 50110, 50117]","[3, 4, 0, 4, 4, 3, 3]",EGO CAR
50112,1795.8,496153.3374,5405734.752,0,0,190,4.97925,0,179.2,"[47646, 50110, 50116, 50117, 50112, 50113, 50115]","[0, 3, 3, 3, 4, 4, 4]",EGO CAR
50112,1795.9,496153.5036,5405734.733,None,None,None,None,None,None,"[50117, 50110, 50116, 47646, 50115, 50113, 50112, 50118]","[3, 3, 3, 0, 4, 4, 4, 3]",EGO CAR
50112,1796,496153.6633,5405734.712,1.49378,0,186,0.681356,0,179.6,"[50115, 50110, 47646, 50116, 50118, 50119, 50112, 50113]","[4, 3, 0, 3, 3, 3, 4, 4]",EGO CAR
50112,1796.1,496153.8344,5405734.691,2.48963,0,192.4,7.59494,4.55696,176,"[50119, 50112, 50113, 50115, 47646, 50110, 50116, 50118, 50120]","[3, 4, 4, 4, 0, 3, 3, 3, 3]",EGO CAR
50112,1796.2,496154.0082,5405734.694,1.49378,0,193.6,4.65698,2.13783,179.2,"[50120, 50115, 50113, 47646, 50110, 50116, 50118, 50119, 50112]","[3, 4, 4, 0, 3, 3, 3, 3, 4]",EGO CAR
50112,1796.3,496154.1854,5405734.722,2.5641,0,191.682,4.6,0,186,"[50113, 50112, 50120, 50119, 50118, 50116, 50110, 47646, 50115]","[4, 4, 3, 3, 3, 3, 3, 0, 4]",EGO CAR
50112,1796.4,496154.3568,5405734.742,3.45679,0,185.354,4.2,0,188.8,"[50110, 50120, 50115, 50113, 50112, 50122, 50119, 50118, 50116, 47646]","[3, 3, 4, 4, 4, 3, 3, 3, 3, 0]",EGO CAR
50112,1796.5,496154.5082,5405734.724,None,None,None,None,None,None,"[50110, 50112, 50116, 50118, 50119, 50120, 50122, 50113, 50115, 47646]","[3, 4, 3, 3, 3, 3, 3, 4, 4, 0]",EGO CAR
50112,1796.6,496154.6509,5405734.685,None,None,None,None,None,None,"[50120, 50115, 50113, 50112, 50123, 50122, 50118, 50116, 50110, 47646, 50119]","[3, 4, 4, 4, 3, 3, 3, 3, 3, 0, 3]",EGO CAR
50112,1796.7,496154.7935,5405734.646,0,0,195.805,5.12821,0,178.4,"[50113, 50122, 50120, 50119, 50118, 50116, 50110, 47646, 50112, 50124, 50123, 50115]","[4, 3, 3, 3, 3, 3, 3, 0, 4, 3, 3, 4]",EGO CAR
50112,1796.8,496154.9924,5405734.658,2.2,-6.2,192,7.2,1.2,176.4,"[50120, 50122, 50115, 50123, 50124, 50119, 50116, 50118, 50110, 47646, 50112, 50113]","[3, 3, 4, 3, 3, 3, 3, 3, 3, 0, 4, 4]",EGO CAR
50112,1796.9,496155.1816,5405734.645,0.6,1.2,194,5.4,0.4,172.4,"[50122, 50115, 47646, 50110, 50118, 50119, 50120, 50123, 50124, 50112, 50113]","[3, 4, 0, 3, 3, 3, 3, 3, 3, 4, 4]",EGO CAR
50112,1797,496155.3586,5405734.614,None,None,None,None,None,None,"[50119, 50120, 50122, 50123, 50124, 50112, 50113, 50115, 47646, 50110, 50118]","[3, 3, 3, 3, 3, 4, 4, 4, 0, 3, 3]",EGO CAR
50112,1797.1,496155.548,5405734.599,5.8,-6.2,200,5.2,0.6,169.6,"[50123, 47646, 50122, 50120, 50119, 50115, 50126, 50118, 50110, 50113, 50112, 50124]","[3, 0, 3, 3, 3, 4, 4, 3, 3, 4, 4, 3]",EGO CAR
50112,1797.2,496155.7179,5405734.576,0.4,-1.8,195.6,6.2,0.6,165.6,"[47646, 50118, 50119, 50120, 50122, 50123, 50124, 50112, 50113, 50115, 50126]","[0, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4]",EGO CAR
50112,1797.3,496155.887,5405734.546,0,0,193.6,4.56923,0,172.646,"[50113, 50126, 50115, 50119, 50120, 50122, 50123, 50124, 50112, 47646, 50118]","[4, 4, 4, 3, 3, 3, 3, 3, 4, 0, 3]",EGO CAR
50112,1797.4,496156.0744,5405734.515,0,0,202.308,3,0,176,"[50115, 50123, 50118, 50126, 50112, 50124, 47646, 50113, 50119, 50120, 50122]","[4, 3, 3, 4, 4, 3, 0, 4, 3, 3, 3]",EGO CAR
50112,1797.5,496156.2643,5405734.473,0,0,200,2.76923,0,173.2,"[50113, 50112, 50115, 50124, 50123, 50122, 50120, 50118, 47646, 50126]","[4, 4, 4, 3, 3, 3, 3, 3, 0, 4]",EGO CAR
50112,1797.6,496156.4396,5405734.434,0,0,193.6,0,0,176.4,"[50115, 50120, 50118, 47646, 50122, 50123, 50124, 50112, 50113, 50126]","[4, 3, 3, 0, 3, 3, 3, 4, 4, 4]",EGO CAR
50112,1797.7,496156.6096,5405734.421,0.2,0,197.037,2.46914,-4.2,167.975,"[50126, 47646, 50118, 50120, 50122, 50123, 50112, 50113, 50115]","[4, 0, 3, 3, 3, 3, 4, 4, 4]",EGO CAR
50112,1797.8,496156.7696,5405734.412,0,1.6,200.8,0,1.4,175.6,"[47646, 50118, 50120, 50122, 50123, 50112, 50113, 50115, 50126]","[0, 3, 3, 3, 3, 4, 4, 4, 4]",EGO CAR
50112,1797.9,496156.9417,5405734.4,0,0,216,0,0,166.4,"[47646, 50118, 50120, 50122, 50123, 50112, 50113, 50115, 50126]","[0, 3, 3, 3, 3, 4, 4, 4, 4]",EGO CAR
50112,1798,496157.1279,5405734.397,0,0,203.6,0,0.2,169.6,"[50126, 50115, 50113, 50112, 50123, 50122, 50120, 50118, 47646]","[4, 4, 4, 4, 3, 3, 3, 3, 0]",EGO CAR
50112,1798.1,496157.3027,5405734.374,0,0,207.2,5.8,0.6,174.4,"[50118, 50126, 50115, 50113, 50112, 50123, 50120, 47646]","[3, 4, 4, 4, 4, 3, 3, 0]",EGO CAR
50112,1798.2,496157.4775,5405734.357,0,0,216.4,0,0,171.6,"[47646, 50118, 50120, 50123, 50112, 50113, 50115, 50126]","[0, 3, 3, 3, 4, 4, 4, 4]",EGO CAR
50112,1798.3,496157.7123,5405734.382,0,0,207.595,0,3.8,168.37,"[50126, 50115, 50113, 50112, 50130, 50129, 50123, 50120, 47646]","[4, 4, 4, 4, 3, 3, 3, 3, 0]",EGO CAR
50112,1798.4,496157.89,5405734.383,0,0,211.646,0,0,177.722,"[50126, 50115, 47646, 50120, 50123, 50129, 50130, 50112, 50113]","[4, 4, 0, 3, 3, 3, 3, 4, 4]",EGO CAR
50112,1798.5,496158.02,5405734.366,0,0,208.866,0,0,174.522,"[50112, 50126, 47646, 50120, 50123, 50129, 50113, 50115, 50130]","[4, 4, 0, 3, 3, 3, 4, 4, 3]",EGO CAR
50112,1798.6,496158.1604,5405734.373,0,0,218.228,0,0,180.759,"[47646, 50115, 50113, 50112, 50130, 50129, 50123, 50120, 50126]","[0, 4, 4, 4, 3, 3, 3, 3, 4]",EGO CAR
50112,1798.7,496158.2966,5405734.436,None,None,None,None,None,None,"[50120, 50123, 50129, 50130, 50112, 50113, 50115, 50126, 47646]","[3, 3, 3, 3, 4, 4, 4, 4, 0]",EGO CAR
50112,1798.8,496158.4453,5405734.509,None,None,None,None,None,None,"[50126, 50115, 50113, 50112, 50130, 50129, 50120, 47646]","[4, 4, 4, 4, 3, 3, 3, 0]",EGO CAR
50112,1798.9,496158.5941,5405734.565,None,None,None,None,None,None,"[50120, 50129, 50130, 50131, 50112, 50113, 50115, 50126, 47646]","[3, 3, 3, 3, 4, 4, 4, 4, 0]",EGO CAR
19340,231.5,496008.5688,5406125.833,None,None,None,None,None,None,"[18991, 19340, 19338, 19334, 19333, 19332, 19325, 19304]","[0, 4, 3, 3, 3, 3, 3, 3]",EGO CAR
19340,231.6,496008.5992,5406125.974,None,None,None,None,None,None,"[19340, 18991, 19304, 19325, 19332, 19333, 19334, 19338, 19339]","[4, 0, 3, 3, 3, 3, 3, 3, 4]",EGO CAR
19340,231.7,496008.6365,5406126.174,0,0,246.8,0,0,271.6,"[18991, 19340, 19339, 19338, 19334, 19333, 19332, 19325, 19304]","[0, 4, 4, 3, 3, 3, 3, 3, 3]",EGO CAR
19340,231.8,496008.6718,5406126.434,0,0,251.2,0,0,272.8,"[19325, 19304, 18991, 19340, 19339, 19338, 19334, 19333, 19332]","[3, 3, 0, 4, 4, 3, 3, 3, 3]",EGO CAR
19340,231.9,496008.6761,5406126.664,0,0,265.6,0,0,255.6,"[19325, 19332, 19334, 19339, 19340, 19304, 18991]","[3, 3, 3, 4, 4, 3, 0]",EGO CAR
19340,232,496008.6575,5406126.873,None,None,None,None,None,None,"[19339, 19341, 19334, 19332, 19325, 19304, 18991, 19340]","[4, 3, 3, 3, 3, 3, 0, 4]",EGO CAR
19340,232.1,496008.639,5406127.081,None,None,None,None,None,None,"[19340, 19339, 18991, 19341, 19334, 19332, 19325, 19304]","[4, 4, 0, 3, 3, 3, 3, 3]",EGO CAR
19340,232.2,496008.6812,5406127.321,0,0,260.8,0,0,266.4,"[19342, 19339, 19340, 19341, 19334, 19332, 19325, 19304, 18991]","[3, 4, 4, 3, 3, 3, 3, 3, 0]",EGO CAR
19340,232.3,496008.7139,5406127.553,0,0,263.6,0,0,272,"[19339, 18991, 19304, 19325, 19332, 19334, 19341, 19340]","[4, 0, 3, 3, 3, 3, 3, 4]",EGO CAR
19340,232.4,496008.6575,5406127.733,0,0,270.8,0,0,258.4,"[19341, 19339, 19340, 18991, 19304, 19325, 19332, 19334]","[3, 4, 4, 0, 3, 3, 3, 3]",EGO CAR
19340,232.5,496008.6567,5406127.946,0,0,274,0.4,5,257.2,"[19325, 19340, 19339, 19341, 19334, 19332, 19304, 18991]","[3, 4, 4, 3, 3, 3, 3, 0]",EGO CAR
19340,232.6,496008.6795,5406128.17,0,0,248,0,0,256.8,"[18991, 19304, 19325, 19339, 19332, 19334, 19341, 19340]","[0, 3, 3, 4, 3, 3, 3, 4]",EGO CAR
19340,232.7,496008.6515,5406128.37,0,0,271.6,0,0,272,"[19332, 19304, 18991, 19340, 19339, 19341, 19334, 19325]","[3, 3, 0, 4, 4, 3, 3, 3]",EGO CAR
19340,232.8,496008.6094,5406128.549,0,0,265.2,0,0,250,"[18991, 19304, 19341, 19334, 19343, 19339, 19340]","[0, 3, 3, 3, 3, 4, 4]",EGO CAR
19340,232.9,496008.5853,5406128.702,0,0,243.2,0,3.4,250.8,"[18991, 19304, 19334, 19341, 19343, 19339, 19340]","[0, 3, 3, 3, 3, 4, 4]",EGO CAR
19340,233,496008.5685,5406128.884,0,0,244,0,1,247.2,"[19340, 19334, 19304, 18991, 19339, 19341, 19343]","[4, 3, 3, 0, 4, 3, 3]",EGO CAR
19340,233.1,496008.5863,5406129.095,0,0,247.2,0,0,242.4,"[19334, 19341, 19343, 19339, 19340, 18991, 19304]","[3, 3, 3, 4, 4, 0, 3]",EGO CAR
19340,233.2,496008.6309,5406129.296,0,0,222,0,0,231.2,"[19334, 18991, 19339, 19340, 19343, 19341, 19304]","[3, 0, 4, 4, 3, 3, 3]",EGO CAR
19340,233.3,496008.6736,5406129.484,0,0,217.2,0,0,229.6,"[19339, 18991, 19304, 19334, 19341, 19343, 19340]","[4, 0, 3, 3, 3, 3, 4]",EGO CAR
19340,233.4,496008.7241,5406129.673,0,0,249.2,0,0,255.2,"[18991, 19340, 19339, 19304, 19334, 19341, 19343]","[0, 4, 4, 3, 3, 3, 3]",EGO CAR
19340,233.5,496008.7237,5406129.854,0,0,256,0,0,250.8,"[18991, 19304, 19334, 19341, 19343, 19340, 19339]","[0, 3, 3, 3, 3, 4, 4]",EGO CAR
19340,233.6,496008.6946,5406130.049,0,0,264.4,0,0,246.8,"[19334, 19341, 19343, 19344, 19339, 18991, 19304, 19340]","[3, 3, 3, 3, 4, 0, 3, 4]",EGO CAR
19340,233.7,496008.681,5406130.247,0,0,259.6,0,0,244,"[19344, 19340, 19343, 19341, 19304, 19334, 18991, 19339]","[3, 4, 3, 3, 3, 3, 0, 4]",EGO CAR
19340,233.8,496008.6674,5406130.421,0,0,240,0,0,256.4,"[19334, 19341, 19343, 19344, 19339, 18991, 19340, 19304]","[3, 3, 3, 3, 4, 0, 4, 3]",EGO CAR
19340,233.9,496008.6498,5406130.592,0,0,267.6,0,0,264.4,"[19344, 18991, 19304, 19334, 19341, 19343, 19339, 19340]","[3, 0, 3, 3, 3, 3, 4, 4]",EGO CAR
19340,234,496008.627,5406130.774,0,0,262,0,0,265.2,"[19344, 19343, 19341, 19339, 18991, 19304, 19340, 19334]","[3, 3, 3, 4, 0, 3, 4, 3]",EGO CAR
19340,234.1,496008.5972,5406130.936,0,0,259.6,0,0,267.2,"[19343, 19340, 18991, 19304, 19334, 19341, 19339, 19344]","[3, 4, 0, 3, 3, 3, 4, 3]",EGO CAR
19340,234.2,496008.5604,5406131.094,0,0,254.8,0,0,270.8,"[19344, 19339, 19343, 19341, 19334, 19304, 18991, 19340]","[3, 4, 3, 3, 3, 3, 0, 4]",EGO CAR
19340,234.3,496008.528,5406131.273,0,0,258.4,0,0,256,"[19339, 18991, 19304, 19334, 19341, 19343, 19344, 19345, 19340]","[4, 0, 3, 3, 3, 3, 3, 3, 4]",EGO CAR
19340,234.4,496008.5835,5406131.467,0,0,254.8,0,0,267.6,"[19346, 19340, 19339, 18991, 19304, 19334, 19341, 19343, 19344]","[3, 4, 4, 0, 3, 3, 3, 3, 3]",EGO CAR
19340,234.5,496008.6018,5406131.626,0,0,236,0,-3.2,276,"[19348, 18991, 19304, 19341, 19343, 19344, 19346, 19339, 19340]","[4, 0, 3, 3, 3, 3, 3, 4, 4]",EGO CAR
19340,234.6,496008.602,5406131.774,0,0,242.8,0,0,260.4,"[19340, 19348, 19341, 19304, 18991, 19343, 19344, 19346, 19347, 19339]","[4, 4, 3, 3, 0, 3, 3, 3, 3, 4]",EGO CAR
19340,234.7,496008.5302,5406131.929,0,0,235.2,0,-2.8,267.6,"[19343, 19348, 19340, 19347, 19344, 19346, 19339, 18991, 19304, 19341]","[3, 4, 4, 3, 3, 3, 4, 0, 3, 3]",EGO CAR
19340,234.8,496008.4184,5406132.1,0,0,234.4,0,-3.4,276,"[19343, 19348, 19340, 19339, 19347, 19344, 18991, 19304, 19341, 19346]","[3, 4, 4, 4, 3, 3, 0, 3, 3, 3]",EGO CAR
19340,234.9,496008.3391,5406132.229,0,0,246.025,0,0,288.703,"[18991, 19304, 19341, 19343, 19344, 19346, 19348, 19340, 19339, 19347]","[0, 3, 3, 3, 3, 3, 4, 4, 4, 3]",EGO CAR
19340,235,496008.2885,5406132.33,0,0,262.594,0,0,281.674,"[19347, 19346, 19344, 19343, 19341, 19304, 19348, 19340, 19339, 18991]","[3, 3, 3, 3, 3, 3, 4, 4, 4, 0]",EGO CAR
19340,235.1,496008.2015,5406132.442,0,0,272.134,0,0,294.728,"[19339, 19343, 19344, 19346, 19347, 19304, 19340, 19348, 18991, 19341]","[4, 3, 3, 3, 3, 3, 4, 4, 0, 3]",EGO CAR
19340,235.2,496008.1371,5406132.578,0,0,259.079,0,-7.02929,296.234,"[19341, 19304, 18991, 19343, 19344, 19339, 19340, 19348, 19346, 19347]","[3, 3, 0, 3, 3, 4, 4, 4, 3, 3]",EGO CAR
19340,235.3,496008.1313,5406132.716,0,0,266.611,0,0,297.238,"[19341, 18991, 19304, 19348, 19340, 19339, 19347, 19344, 19343, 19346]","[3, 0, 3, 4, 4, 4, 3, 3, 3, 3]",EGO CAR
19340,235.4,496008.0599,5406132.845,0,0,264,0,-2,263.6,"[18991, 19304, 19341, 19343, 19344, 19346, 19347, 19339, 19340, 19348]","[0, 3, 3, 3, 3, 3, 3, 4, 4, 4]",EGO CAR
19340,235.5,496007.9546,5406133.001,None,None,None,None,None,None,"[18991, 19304, 19341, 19343, 19344, 19347, 19346, 19340, 19339, 19348]","[0, 3, 3, 3, 3, 3, 3, 4, 4, 4]",EGO CAR
19340,235.6,496007.8508,5406133.134,0,0,272.4,0,0,300,"[19340, 19346, 19344, 19343, 19341, 19304, 18991, 19339, 19347, 19348]","[4, 3, 3, 3, 3, 3, 0, 4, 3, 4]",EGO CAR
19340,235.7,496007.7314,5406133.249,0,0,264.4,0,6.2,314,"[19347, 19340, 19348, 19343, 19346, 19339, 19341, 19304, 18991]","[3, 4, 4, 3, 3, 4, 3, 3, 0]",EGO CAR
19340,235.8,496007.6264,5406133.364,0,0,266,0,7.8,270.4,"[19341, 18991, 19346, 19347, 19339, 19340, 19348, 19343, 19304]","[3, 0, 3, 3, 4, 4, 4, 3, 3]",EGO CAR
19340,235.9,496007.5565,5406133.48,0,0,270.4,0,0,278.375,"[19339, 19347, 18991, 19304, 19348, 19340, 19341]","[4, 3, 0, 3, 4, 4, 3]",EGO CAR
19340,236,496007.5966,5406133.61,0,0,270,0,3.24938,261.644,"[19347, 19339, 19340, 19348, 19341, 19304, 18991]","[3, 4, 4, 4, 3, 3, 0]",EGO CAR
19340,236.1,496007.7697,5406133.69,0,-9,330.8,0,0,290.4,"[19347, 19341, 19304, 18991, 19348, 19340, 19339]","[3, 3, 3, 0, 4, 4, 4]",EGO CAR
19340,236.2,496007.7745,5406133.808,0,-4.4,306,0,-11.7951,291.2,"[19339, 19340, 19348, 18991, 19304, 19341, 19347]","[4, 4, 4, 0, 3, 3, 3]",EGO CAR
19340,236.3,496007.849,5406133.881,None,None,None,None,None,None,"[19348, 19340, 19339, 18991, 19304, 19341, 19347]","[4, 4, 4, 0, 3, 3, 3]",EGO CAR
19340,236.4,496007.8178,5406134.031,0,0,272.8,0,0,220,"[19347, 19304, 19349, 19348, 19339, 18991, 19340, 19341]","[3, 3, 4, 4, 4, 0, 4, 3]",EGO CAR
19340,236.5,496007.9042,5406134.113,None,None,None,None,None,None,"[19348, 19349, 19340, 19339, 19347, 19341, 19304, 18991]","[4, 4, 4, 4, 3, 3, 3, 0]",EGO CAR
19340,236.6,496007.9778,5406134.236,0,0,276,0,0,220.8,"[18991, 19349, 19348, 19340, 19339, 19347, 19304]","[0, 4, 4, 4, 4, 3, 3]",EGO CAR
19340,236.7,496007.9054,5406134.421,0,0,256.4,0,1.6,236.4,"[19349, 18991, 19304, 19348, 19340, 19339, 19347]","[4, 0, 3, 4, 4, 4, 3]",EGO CAR
19340,236.8,496007.998,5406134.512,None,None,None,None,None,None,"[19339, 19340, 19348, 19349, 18991, 19304, 19347]","[4, 4, 4, 4, 0, 3, 3]",EGO CAR
19340,236.9,496007.9503,5406134.59,0,0,275.6,0,0,260.4,"[19347, 18991, 19304, 19339, 19340, 19348, 19349]","[3, 0, 3, 4, 4, 4, 4]",EGO CAR
19340,237,496007.8899,5406134.646,0,0,275.6,0,0,304.4,"[19340, 19349, 19348, 19350, 19347, 19304, 18991, 19339]","[4, 4, 4, 3, 3, 3, 0, 4]",EGO CAR
19340,237.1,496007.8407,5406134.718,0,0,280,0,0,312.8,"[18991, 19349, 19348, 19340, 19339, 19304, 19347, 19350]","[0, 4, 4, 4, 4, 3, 3, 3]",EGO CAR
19340,237.2,496007.705,5406134.896,0,-4.2,294.4,0,0,332.8,"[19348, 19349, 19351, 19350, 19347, 19304, 18991, 19339, 19340]","[4, 4, 5, 3, 3, 3, 0, 4, 4]",EGO CAR
19340,237.3,496007.4043,5406135.19,0,-7.8,329.2,0,0,340.4,"[19348, 19340, 19349, 19347, 19304, 18991, 19352, 19351, 19350, 19339]","[4, 4, 4, 3, 3, 0, 3, 5, 3, 4]",EGO CAR
19340,237.4,496007.1069,5406135.498,0,-9.4,339.956,0,0,332.8,"[19350, 18991, 19304, 19347, 19351, 19352, 19339, 19340, 19348, 19349]","[3, 0, 3, 3, 5, 3, 4, 4, 4, 4]",EGO CAR
19340,237.5,496006.8975,5406135.778,0,-10.2,335.029,0,0,332.8,"[19304, 19350, 19351, 19352, 19347, 19349, 19348, 19340, 19339, 18991]","[3, 3, 5, 3, 3, 4, 4, 4, 4, 0]",EGO CAR
19340,237.6,496006.7796,5406136.017,None,None,None,None,None,None,"[19354, 19350, 19347, 19304, 18991, 19352, 19351, 19339, 19340, 19348, 19349]","[3, 3, 3, 3, 0, 3, 5, 4, 4, 4, 4]",EGO CAR
19340,237.7,496006.6861,5406136.224,None,None,None,None,None,None,"[19350, 19352, 19354, 19339, 19340, 19348, 19349, 18991, 19347, 19304, 19351]","[3, 3, 3, 4, 4, 4, 4, 0, 3, 3, 5]",EGO CAR
19340,237.8,496006.6132,5406136.41,None,None,None,None,None,None,"[19304, 18991, 19354, 19351, 19352, 19339, 19340, 19348, 19349, 19350, 19347]","[3, 0, 3, 5, 3, 4, 4, 4, 4, 3, 3]",EGO CAR
19340,237.9,496006.5576,5406136.59,None,None,None,None,None,None,"[19347, 18991, 19304, 19350, 19351, 19352, 19354, 19339, 19340, 19348, 19349]","[3, 0, 3, 3, 5, 3, 3, 4, 4, 4, 4]",EGO CAR
19340,238,496006.5142,5406136.763,None,None,None,None,None,None,"[19350, 19348, 19340, 19339, 19354, 19352, 19351, 19304, 18991, 19349]","[3, 4, 4, 4, 3, 3, 5, 3, 0, 4]",EGO CAR
19340,238.1,496006.4741,5406136.924,None,None,None,None,None,None,"[19349, 19348, 19340, 19339, 19354, 19352, 19351, 19350, 19304, 18991]","[4, 4, 4, 4, 3, 3, 5, 3, 3, 0]",EGO CAR
19340,238.2,496006.4491,5406137.067,None,None,None,None,None,None,"[19348, 18991, 19304, 19350, 19351, 19352, 19354, 19339, 19340, 19349]","[4, 0, 3, 3, 5, 3, 3, 4, 4, 4]",EGO CAR
19340,238.3,496006.4389,5406137.207,None,None,None,None,None,None,"[18991, 19304, 19350, 19351, 19352, 19354, 19339, 19340, 19348, 19349]","[0, 3, 3, 5, 3, 3, 4, 4, 4, 4]",EGO CAR
19340,238.4,496006.4202,5406137.358,None,None,None,None,None,None,"[19340, 19349, 19348, 19339, 19354, 19352, 19351, 19350, 19304, 18991]","[4, 4, 4, 4, 3, 3, 5, 3, 3, 0]",EGO CAR
19340,238.5,496006.3895,5406137.52,None,None,None,None,None,None,"[19340, 19348, 19349, 18991, 19304, 19350, 19351, 19352, 19354, 19339]","[4, 4, 4, 0, 3, 3, 5, 3, 3, 4]",EGO CAR
19340,238.6,496006.3611,5406137.683,None,None,None,None,None,None,"[19350, 18991, 19304, 19354, 19339, 19340, 19348, 19349, 19351, 19352]","[3, 0, 3, 3, 4, 4, 4, 4, 5, 3]",EGO CAR
19340,238.7,496006.3325,5406137.837,None,None,None,None,None,None,"[19349, 18991, 19304, 19350, 19351, 19352, 19354, 19339, 19340, 19348]","[4, 0, 3, 3, 5, 3, 3, 4, 4, 4]",EGO CAR
19340,238.8,496006.2948,5406137.991,None,None,None,None,None,None,"[18991, 19304, 19351, 19352, 19354, 19339, 19350, 19340, 19348, 19349]","[0, 3, 5, 3, 3, 4, 3, 4, 4, 4]",EGO CAR
19340,238.9,496006.2435,5406138.156,None,None,None,None,None,None,"[19350, 19351, 19304, 18991, 19349, 19348, 19340, 19339, 19355, 19354, 19352]","[3, 5, 3, 0, 4, 4, 4, 4, 3, 3, 3]",EGO CAR
19340,239,496006.1842,5406138.321,None,None,None,None,None,None,"[19351, 18991, 19304, 19349, 19348, 19340, 19339, 19354, 19352, 19350]","[5, 0, 3, 4, 4, 4, 4, 3, 3, 3]",EGO CAR
19340,239.1,496006.1256,5406138.478,None,None,None,None,None,None,"[19349, 19348, 19340, 19339, 19354, 19352, 19351, 19350, 19304, 18991]","[4, 4, 4, 4, 3, 3, 5, 3, 3, 0]",EGO CAR
